NAME,ERA5_Land,FLUXCOM,GLEAM,GLDAS20_NOAH36,GLDAS20_CLSM25,GLDAS20_VIC412,GLDAS21_NOAH36,GLDAS21_CLSM25,GLDAS21_VIC412,GLDAS22_CLSM25,JRA55,MERRA2,MOD16,SSEBop
ROPER,787.9295198030808,822.0243382356414,668.2336176871934,560.8965825270205,789.6949516796882,347.9052328626305,658.1802977496493,883.4415941673053,436.4949164293994,822.5078455799654,939.6457560397403,893.0113756211024,546.3316101259649,788.9821890373898
ASHBURTON,235.198228118063,147.8189853000368,247.21636752960794,253.00953989765088,242.1694981088468,214.1126069171497,307.9155240675382,297.7378709980558,262.02662996995906,210.4894939717946,280.62924164435583,373.33546919201683,75.84468267398702,330.3729473087168
CAUVERY,983.9652634248025,1077.8404730583293,750.4534481129828,778.9763077404411,842.6287214268077,417.6947954056438,1008.1560915220019,1141.8486187445817,595.251106046405,949.9485680896411,627.0848190154608,890.977711477032,850.6066927621229,867.3084660996399
MAMBERAMO,1284.3358805697958,1416.094339515951,1529.6699513675374,1134.9160064814853,1331.9074422485605,900.9235402707394,1390.2208522616204,1764.4388668279837,1087.2214219035259,1433.5626889706593,1452.0834326254148,1604.67336066522,1315.4317865569908,1112.5802051698115
RUKWA,877.1240734386754,1235.8159021883591,826.9021832280126,716.2764578802733,833.1121856895454,501.3330997147892,755.8290367927768,886.932333122258,546.8415627339216,895.4004517766016,565.19606106859,901.9276184357068,704.8950883719383,878.0614094792514
SEPIK,1335.0013254503178,1444.5412605000506,1475.4044739852416,1247.9713781682906,1539.7841823612314,952.903261913463,1429.1917435831492,1868.896431651057,1122.8861892730874,1580.6076336928088,1531.2788677888564,1532.1677585191428,1348.5970280306617,1245.4069724806009
KIZILIRMAK,492.10703932287254,375.59669759692747,394.0260709116227,425.6574221563151,441.38654519183683,217.0477718047187,519.568572040351,581.6772306465828,274.21527947546036,435.2677096552758,621.8477323228312,448.9518306136427,348.12397948912405,277.8970614964519
DOCE,906.7945768538011,1216.9863355567525,950.0178894895637,919.7826151628597,1097.3791445884929,630.0364241107839,961.8489812095086,1087.0075894121974,697.3961278290865,1119.2014152369497,852.1517091192314,1022.4613515097869,1024.4258961884073,961.6850220542643
COMOE,930.0773864942397,1106.4514680282919,911.9758822256724,818.1399180616868,1044.7121364879415,510.81308245964976,954.2143780109058,1088.3768519726766,649.4118011159588,1086.097923072914,944.9311810948442,1046.6319918807826,1046.1041564687876,1259.7696761595246
KAPUAS,1393.4929362067821,1485.5584985448481,1547.957061782356,1281.5869463374995,1296.4773224176697,1002.7099032920665,1519.7579425891659,1949.324124799728,1180.427808814242,869.3490470604518,1331.407334123682,1641.2710766179412,1319.8561471787943,1311.0838250737927
SAN JOAQUIN,404.3354943202172,495.1273120766258,330.6523226367425,327.90227439481765,367.3390403615023,258.7767464954172,358.0796588164034,387.06570439732116,288.0337422570927,450.07471167269586,493.60623760554864,381.9499444832416,322.04507006496516,528.4384553521435
CUYUNI,1285.2715316924732,1440.2904299180998,1442.302842587826,1238.6064689672344,1556.7740485541765,916.9428516715546,1502.9756599576633,1776.8238337919465,1125.560625681946,1711.27949909017,1363.0012999648302,1395.2357960161046,1481.8407768279963,1293.5141197699527
EBRO,558.517757128621,495.95292642455695,515.148078037751,499.4215806744539,575.4596064411495,352.3821094464491,574.1216961714299,641.0164952211437,438.23768515889105,549.8566052193875,567.3690296521754,532.4390315319108,400.05794939130857,422.54770229260293
MEGHNA,1030.8655483600908,1043.3667331207423,913.4063058184514,979.6314353160117,1429.0718811877712,599.5297855561113,1077.2455805343905,1528.4975809723426,669.4568128102999,1519.7072631362612,817.7795494610589,1260.0411793876442,1006.2586263777514,1014.5950017518959
DAUGAVA,533.9526546052764,420.478354721693,480.42510826087727,512.8105532282435,626.5007047077552,311.49149582156923,563.4802954384907,793.0139975224229,356.6871464514946,589.748036312628,579.7821865003299,681.8868451984368,481.36155842713123,444.1964482929722
MURCHISON,215.9632340548651,188.8888686111467,190.04208440842078,208.46627250001697,188.4429046480715,204.8153174539985,250.2162774189514,228.8377614387151,241.89481852236105,131.0627251775174,269.87283528230785,297.31535252346447,89.87629936707371,230.0008158667444
SAGUENAY,456.30785773543295,390.4694532373575,540.0825570022826,445.4184625836203,626.778492372932,198.7979158302555,546.443422747636,840.4570561995015,311.2461372074351,-86.31321895900379,548.4664451251974,695.2570973615797,448.4580589596959,366.7767133544416
BANCANNIA LAKE,294.21711392725877,236.64805911018448,250.08218400612964,248.30776195688986,227.06192541120964,221.79010985105847,280.533822223175,261.1116159276103,242.9706496772857,198.3648569839123,440.72267212614514,319.6479847673936,90.72311843158315,279.2554574200483
PANUCO,826.3051957255614,944.6450540564816,662.4685143441554,652.7706283974255,772.1166258606288,463.20789224078044,698.1146794988721,705.9739897892111,586.2074004385596,579.0040226545422,711.1068798395867,761.5622645561742,766.5902023383046,728.8104458590859
ANABAR,204.03252767608956,200.0612510411906,199.59432863761162,169.3358349311562,236.97376184433284,100.96787840599883,169.6491758104099,304.1983593907611,121.8253083507495,146.04894009319295,190.38647385679724,268.82075045011777,236.50062860906502,201.4907756698064
BACK,201.47782477266554,193.040396482175,197.9758059154097,159.03068536534096,197.13748726523093,68.72752806703349,179.61789228529534,245.28287859673043,118.02625522425114,196.64028719318517,202.79780951127867,290.4067237917335,,146.2695094458872
NEMAN,567.1414207709556,469.32416630186543,453.45461265787236,506.6961479819938,556.9542181160139,293.52005996708135,606.5195135415197,710.7014253115266,375.7575247979141,549.2201393283265,553.2885153132958,658.2044285434098,473.2625429264943,464.4237457832008
CHURCHILL (East),347.9516291441236,305.9166463169625,391.30296061384666,300.72871773515635,483.51283814545803,97.14511481455895,353.09395435718386,590.264371894505,141.20935595243049,219.1998870473824,467.67380939653293,522.7806902039354,391.1616859656341,267.7739910178263
TANA,521.6433957841556,856.0932049584978,509.7409918265827,627.7092687452093,614.6983954118405,510.8807044980973,487.81346070922535,467.7756766722493,433.1907296118219,632.3841320154672,438.6382499009904,567.4854732335173,575.4418235170526,753.5037747654791
FITZROY (West),518.2274687207748,430.40363676214054,497.5645268020979,450.4525312385098,520.712612246991,268.37564641684355,539.3641485341872,662.2286924726989,339.80109224448677,549.3166966287488,751.560422939908,696.7157917522243,298.5097783836022,478.3633626726081
DRAA,109.05842826692769,,121.13351085003981,142.1320459264536,147.21081006515692,126.91697307160594,154.68860703124358,159.56414896810853,151.20587332987637,129.4328439166966,120.7116272346478,157.35173659447926,,183.70582959089123
NARMADA,715.6907138384446,617.8341670242833,509.76419553083815,637.162109537101,674.41348418761,271.1175656783738,704.1509157412671,678.2369041962755,317.78383734670024,739.209540118746,659.7943280294288,752.162682170532,514.4172071819303,732.4275353540485
LA GRANDE,375.01278455517854,318.5967057393236,397.8432332740297,300.5329822908761,461.85601405037625,112.36895660404946,338.6965280085881,540.493449868604,171.65316329458167,282.23906835567425,472.19224346479405,531.5686922541078,400.1746142030169,224.00459731842753
RHONE,633.0422790527361,591.7524934520602,609.7551601220183,622.507840960349,707.5918514654747,403.6818465087423,647.8845848493986,725.6431910710421,460.7896193071427,718.2812993357522,591.1221893516777,707.22773359543,574.3853139559518,495.88126638088454
DOURO,561.9354758662911,490.7739480096252,496.4128192243162,451.48866561822416,557.9698225042276,317.4298270127909,515.1605887666603,644.774445702926,380.0765871756754,496.5199247836572,519.829009239665,511.132887974686,377.15467678706824,389.53260617848866
BANDAMA,948.4836024792306,1191.580890772318,937.4306546087807,809.18824976885,1147.2507447806615,611.8516161895519,948.9646433497935,1133.2277719778763,760.9721737845451,1130.350613924684,961.5612052584696,1076.6930076412623,1155.264748858007,1229.0084355036245
VICTORIA,608.1257411553079,529.9554171309258,533.4877706334466,506.19863884742944,559.383511243238,295.0594160341683,582.3375786616411,690.7572730249519,370.0474527537323,561.6629198836913,916.950063763146,749.0482162821025,386.5812339192228,545.8554291795159
SEVERN,423.3862868623536,332.8718029841393,465.4553969935637,402.79349798718516,521.8273864555528,206.44241025673085,478.55872653693325,581.9311856711702,307.0982306304439,143.56601124469572,495.7140210613952,580.7719760828995,369.124408053144,350.72645251335774
SAVE,662.5031985087462,867.3823754620646,566.3602831936918,630.1068524399914,611.1489956028289,476.3968568945526,601.5769476686021,604.5446861292387,486.20869763592646,639.7500399459299,642.0747922619412,665.0151437253122,532.1957357560213,603.6163366134022
HAYES,419.1519028175991,321.340792355764,456.8572856926373,393.11041335919833,488.61624024625706,204.5657589847489,463.9099647258337,534.6419194964412,298.87222855122843,239.88459231720958,476.6652467623151,567.8298129351997,354.06607513092183,355.8662907587537
MOOSE,510.2131644958745,417.58163438119817,582.1317536927543,524.8095226786601,662.1137798555493,266.87035488596763,592.6577203435701,718.0056218709485,377.4116786561737,258.54699945318026,586.6201167313156,716.8862078204703,465.78351300404495,422.63414757223
FLINDERS,481.7790299879525,460.49402725836944,431.4642829900343,432.13107097853526,391.1498062197401,288.28568013785366,510.30277732085386,481.6688176514408,341.17023428996276,404.08248951279313,825.4019860181985,595.4274045459563,262.712383005967,530.3131778725948
LAKE TURKANA,815.6633147886928,827.0599712394047,763.8150188777664,683.4339743076158,702.7152092497913,510.5627427888054,687.1635663343778,687.790028522917,558.0044421000578,548.0896850347797,711.110419406696,799.3250127254947,593.1179580746879,725.7477545858551
KUNENE,790.7183735750934,1049.806832540597,680.8084684430013,604.5399484518149,591.1635583526242,444.97847146669284,656.5866864748576,745.8532769151245,488.8974822052984,592.963794668122,672.761712872557,777.7885804351596,463.8955113150241,715.3938563101249
COLORADO,547.6754633112121,502.8733105960199,490.3354391219282,496.5713754743794,415.87519945373714,334.30666924848964,571.6418351562977,505.8122755613791,393.53529970065756,423.1211729478149,801.096153343555,563.3201725755611,383.59850186280283,673.2307093463737
PUR,307.2405687688024,246.10315656730057,258.73224528727326,221.22901184853043,387.7080576547799,137.76946269681247,246.7142885993138,496.1627414395787,194.79340064582362,287.356014723795,304.3602476565053,386.6269376598259,311.90638756306515,242.55890489940626
MOBILE RIVER,952.539545412615,931.3418003844632,939.2986662843214,850.7881956063666,1079.9976236267603,595.7986509962902,1008.4587856816388,1221.1696162968315,745.7525009898459,719.1927498874095,961.1408174760102,1069.0788637274159,883.7166024724972,961.8901329471876
LAKE GAIRDNER,298.9799615436005,238.19810722629123,229.66306416403245,192.03705921453087,184.38774762809095,189.15982409569833,229.7104779933722,220.14794382047253,227.4436719678672,141.9553331970007,269.9350188202835,217.8635387545577,126.98727163852853,139.81167082276036
RHARSA,196.00182134787642,,132.0456576329315,200.0998397336352,218.3202508413245,164.58686606769143,228.03346962260017,242.84769861885542,201.8710131159826,186.20565151682177,215.35028939268528,238.2358714337875,,95.91391203719385
LOIRE,662.6746395825209,643.7879589470355,549.2540061409484,605.9131937125225,666.8103118589212,430.41732047501864,645.7750409458869,728.570165483967,483.44926701802206,646.6868573795572,613.9863923011809,661.5565366845199,596.5061792901066,489.93270479497386
BRAZOS,632.0290285787455,569.0636886318574,554.1339323289715,595.6232344338088,529.7958482114892,354.9268404776396,673.7361796477755,620.6157958867631,417.3400566444063,519.3699113402442,807.6895294595915,634.5635406396925,411.443774954545,745.3522000038289
ODER,603.7023583087064,512.1455337975256,458.1512258682611,513.5791082655585,516.3683363756325,341.1326158832735,576.6323344074402,651.6248404039832,417.98811777795606,525.3026110377837,514.6435615701073,559.7789271223695,462.7215732825087,450.08309756409847
HAMUN-I-MASHKEL,88.90363130604867,,56.10177052538272,59.53277557654239,65.49686406591017,64.17002087669707,124.86443275805334,134.12845926870318,132.5620184430922,51.12078158292505,98.32998263253312,88.92514785346822,,149.3986254450733
ABHE BAD,441.42198020062426,549.0378023209478,448.3617059041555,571.6685974793779,532.9538708502845,346.20652963955513,654.434800627236,631.8987248406753,450.2518824207617,452.63835468515225,472.48622476183147,521.2387870678212,,456.89526041913484
GUIR,98.59034215291929,,96.16903470234169,130.85471564904836,139.46125503182594,121.32519366006711,146.61282593285898,155.32588783117907,141.65275903713328,132.67336451466002,124.31403048797623,157.61807567455784,,147.47546409891837
KUSKOKWIM,295.0311345795464,285.8785195235178,323.22362611078427,315.1620910094988,391.03739523025877,175.18269430200456,326.0414967980455,452.5068302494131,215.90762880594448,273.87906304756365,351.14376149246164,399.41942076794066,367.3650250043744,275.8058138063884
USUMACINTA,1239.9647417677102,1364.9735557203944,1204.1491323979142,1209.879073415307,1561.606448945957,885.3743689212749,1296.971848656913,1552.3424725252241,955.9119703094608,1664.4732704702826,1202.4048670164525,1301.5266901405275,1253.7187091553621,1122.7480194450575
MAR CHIQUITA,859.6826473155677,729.627861881231,640.2916489694511,619.4937775751163,539.2267529844637,497.3442242865267,623.837871428512,545.4764909891956,513.6819228735648,566.2929252883364,692.9970021176949,641.0573772515869,354.29094894194225,698.1622205290878
BURDEKIN,605.5920027625026,634.4042126575102,569.3898172736408,563.1300543604242,629.9956367575707,381.2173559520542,617.0781206460093,681.7757281006924,439.2934222338633,572.164706043065,661.5272003180075,792.8146656172044,513.466922567669,573.1960024849598
SANAGA,1018.7163445680786,1304.6181531290308,1106.7189251138195,897.8626963613573,1310.908331967679,607.1692699367845,1080.7759364334922,1467.7560284457154,757.9242933399205,804.7772524989438,1076.4722751461281,1330.4152997699614,1121.1530142500858,1238.144428585841
SANTIAGO,717.5815704618788,920.1034304735058,652.6781392835029,529.8343986128114,585.7262436862776,407.0208468926755,632.5342594929108,681.5327904536261,516.8722106985891,525.5072129067541,677.3630527242638,605.1737980326753,539.3815361570757,444.47092234830234
SARYSU,247.71501050110973,253.16641050658163,154.6025778209483,185.99335323477376,185.2410933666409,108.37634877817841,269.9681858078541,270.7184836475247,123.65552014206087,162.54375647748392,415.96268101264576,199.7493040998699,153.49144366021926,160.58768850248694
ALBANY,475.926628003087,375.5820587254554,544.6882144548872,474.51910848642956,620.7884370091784,244.99027063343783,558.0072154473071,722.4123046437707,354.59840526521646,145.8176601014001,524.8422365383777,690.5107229075606,421.34247370131123,390.26172859039883
MAHANADI,851.5662016387345,806.1623968733045,634.9782417587742,640.3724154619294,1027.2316479500855,324.49754965708007,776.7899543171311,1141.1094461447733,410.4631072912647,1031.428438445203,737.0463744495792,973.363994905053,620.9233253106999,1031.4772867808792
CANIAPISCAU,304.8545995556475,291.52727739882636,318.26446634991015,241.1853944491142,384.5814227445675,76.80339146265081,279.4358160514227,455.1563720147727,129.90565515107076,261.94348416452584,395.5270387320355,439.38877147889946,378.5307454154016,195.26958255668984
NEGRO,373.236884719407,316.7346915266122,290.30132834024727,236.38118851872122,323.0419039428791,177.66685085635316,427.25681677433084,582.5515496898129,281.69888865580964,213.80999570453977,270.8429241538978,401.5647269585321,230.65984121334995,232.3859779926935
GREAT SALT LAKE,396.9959918112338,336.2293325041584,319.1921700145,312.99990186045056,309.49473255329093,212.47663587390875,340.84261222034195,346.4014940511064,234.473555999778,306.35972687239484,497.5597886879483,360.3284510547492,,366.3312134266032
CHUBUT,288.83679863504875,347.2596258274717,169.83245300964927,171.50484926601413,209.81425260771698,126.1384393255847,407.9351677904705,517.8055423179965,266.43803264590144,191.19023741500376,238.97777342603723,360.5595670524329,252.396425254074,133.8435433006584
ELBE,590.9456682477927,524.9483726598569,477.27930896882134,525.1225063401153,555.1180169589412,341.7245702959673,608.0913480703239,702.0447107703737,424.214613567223,545.4954562113062,550.0190108408345,603.8313914670259,490.8390970272849,418.4434304017148
RED,962.7780300843218,982.3110275629493,908.2286541446936,799.07403380734,997.6375296819269,522.5589659889381,854.5332846126457,985.2438573066069,583.8312951352683,1000.2484149665182,926.3912449244747,991.8229098649887,985.2866778150646,898.6249287662916
FITZROY,583.9251712283497,635.7038336484108,596.6413243891564,584.3486309346653,576.1070415051155,434.21241964280443,630.8129328745739,608.3562513638741,495.3696712645289,499.91840843847314,704.8659947092676,706.1071368498515,469.94217395551294,569.2269728372801
TITICACA,842.1768326336826,633.9591092865079,643.4850430082267,419.8568179233574,511.2928991268906,282.43709313140596,660.6612308064687,791.7469977323527,402.39320266402757,469.22628822207025,764.4767791960161,465.6992389320524,,152.55867962849075
MELRHIR,96.33595111294942,,64.88988244006728,119.2706836243364,121.92205703301208,111.37812224593779,135.62819029683038,137.79644853031172,130.735106178594,109.72350147465181,134.38128636540995,129.41168333522762,,27.446382557412004
CUANZA,933.7821456147525,1316.233066628923,982.1382075490276,815.8462437918975,960.4836207186747,603.9050887568457,864.3354398953057,1071.9128007831594,673.9305210388748,974.2912244201929,894.7235323499932,890.282035847083,834.6958950115452,931.0554372142063
TAZ,294.144448349163,255.0069719248409,277.72342360528523,247.11509108131978,387.96860308941825,162.1257577679678,279.6859742883339,499.58927026851063,221.80816808505793,312.1261400669031,309.61294873052145,383.37601757193977,341.0165508192632,269.8581912069247
CHUY,298.0397970209459,267.0170218306248,176.0438829412319,235.5003861139136,241.53380045469513,154.63851901464574,294.4205013933033,311.68560312810644,189.91593664702282,227.90705680298464,407.07745415784376,231.329297724922,187.5922772301018,143.66837709726755
CHAO PHRAYA,1041.4547548131964,1274.7361917372043,894.1533586762243,884.8796591838418,1166.4094715665185,571.2409006470898,971.9409635679534,1258.5416896548534,643.0043647522816,1130.4275313230962,1002.5535339766118,1110.1101433044705,1066.1582614096021,1138.5741384526016
RHINE,620.3427171955053,566.0659950200787,566.0340159499019,555.5200865405166,637.78480912902,354.759247025553,609.1710689383737,712.9459199920439,419.49988110933407,642.0801689316836,557.5295543208487,689.1990448824324,556.6039089248528,415.49280706943864
RUVUMA,845.4044615783781,1174.8988172406064,775.1409811348578,739.6765062589968,1011.5703720098236,569.2530935511121,730.9911110096623,1039.2419487337488,576.6870535688976,1089.607006970807,696.6397497535636,1022.0556231445487,873.7630833797282,938.6438814051226
PYASINA,167.2505408679655,178.97143404351868,163.0159433952868,191.9925340222812,293.3903937495012,61.3221650895715,171.71766413990733,352.629377466848,92.7483589508141,187.88407545614007,175.7966833493863,241.17794964623914,,136.09936594785253
HUAI HE,825.116769481918,728.9360452596245,662.7371945363213,724.7219415834505,762.7026650983893,328.4569902046802,812.5747801524467,784.5511641631249,380.4841589240708,748.8218060740166,624.1222598665738,765.1976976559337,604.6119919583056,790.3234228990905
ANADYR,223.1949143737726,232.40000019685476,212.95158560274496,177.53450285747417,264.2820031430864,81.74189744640213,188.55726582523218,369.9470578587838,143.44390401460765,190.30072949820837,203.41567270862757,299.21945503834047,313.37738385990343,119.68115454791275
CUVELAI,644.6080109937852,842.3085713733453,545.0946899350345,492.9630487920297,444.2242785176568,366.994413485497,582.5605056321652,629.1341827890442,437.4496669530082,445.7184752292008,593.7154785134187,550.3351954454729,245.73666270532766,636.4774714048924
KURA,554.5810647428113,490.31647785567355,487.95609535485266,462.370614161627,495.1156684600658,262.49914721988364,578.6348101708205,668.0911645697502,342.670599245782,492.52172292167097,624.1777004683566,385.50932714695114,433.87731371624477,412.9357075155814
VISTULA,593.2780425037878,519.3730216974976,457.21143286505713,504.10475271340937,512.7486192044762,305.4502761724963,584.8975228827355,650.8321457086103,385.73235069097944,531.5648279076638,518.2744908523607,580.1808586593938,470.78963987534206,438.28438906763176
RUFIJI,779.1771510392075,1194.5464797470995,762.6335278388553,772.1706006214523,945.305168650805,595.6206400063865,750.4254774789405,892.6715652841815,591.8732221329435,1007.2140755872924,565.7772871577197,911.3192967274736,846.8533113062631,849.0316880607359
URAL,412.52323892183404,325.8955482973564,299.4998690880064,314.82473501963193,306.2285074479593,221.63977804697555,423.301932236281,441.54862475721905,246.5867191909024,291.4484245424455,519.8893065214658,375.77067643095,280.8592176875187,327.6541723335756
OGOOUE,1144.0901754486324,1248.6735457674617,1237.9915348445936,987.4869977014365,1280.205744904425,757.0909526149824,1118.6927664369366,1497.205491399904,873.1343630306467,1386.1782543755392,1311.48422715868,1472.2557104582186,1255.7926627558236,1128.1637175696728
YONGDING HE,548.3948753070824,556.620223314139,438.1924333531485,476.18487919498665,455.41404530832307,295.1658145196367,516.1312272023008,491.1656635308468,354.9935774827024,484.0531368820075,563.8654192890672,471.20908608497376,389.98241566785686,626.8404060602521
OLENEK,228.5870385764731,213.42026040216993,230.83099906556095,181.18696858853565,272.55282618400554,110.03587182843981,186.68087911379274,325.38289711630705,142.43193571921503,129.45795713139864,207.54997395083154,301.2678800746888,257.1226038598971,220.9883193629666
LIAO HE,486.82059457930745,471.37723234334663,388.6444102900451,459.6485469611298,441.46468838439876,298.27059467458673,527.6208238381678,519.313400919782,374.400103573633,457.29998278486954,515.7891132030818,428.67054176334113,360.6664428551826,484.80829142417804
HAR US NUUR,230.5497612152904,286.7317949277831,214.9750685515849,165.97113626693985,176.87128693715212,126.91630032407673,171.00838725492252,187.26703305045453,164.13898685658813,164.86973600731534,324.8852495436185,175.49283788508743,,144.81229562264082
FRASER,368.50775340532476,345.17982767311804,549.6079339233208,414.58691068472825,532.2712268132098,234.15692317470877,505.7077462545938,681.7403644655699,275.5596347649031,55.59347557033573,469.75933747704886,550.3033493172686,396.7645676389378,399.83925814107323
YANA,220.94175913496875,224.33452899394948,259.7672881055729,169.85646928951368,255.7584253973584,123.87330946637682,192.6390234355178,316.06612731744264,175.6997010900889,-179.44029205656702,256.2500950588724,329.45820514779837,274.61230813803814,231.96840702858032
THELON,251.65493234674085,219.52305017190005,243.55802898432543,198.83954602262608,251.71167972783346,100.38779073713359,222.4676121176618,311.57994998670904,157.42244826111434,219.68508675100256,266.3054645594451,351.1013762891184,253.7047500530657,200.83065853066304
